name,square_meter,bedroom_no,price,street,area,district
"ĐÀO TẤN-LIỄU GIAI.  Chung cư 2 ngủ, lô góc, thoáng, đẹp,  4 triệu.", 45 m,2 phòng ngủ, 4 triệu / tháng,Đường Đào Tấn,Phường Đội Cấn,Quận Ba Đình
"MẶT PHỐ LÁNG HẠ. Cho thuê căn hộ 110m, 3 ngủ, mới  100%,  18 triệu.", 110 m,3 phòng ngủ, 18 triệu / tháng,Phố Láng Hạ,Phường Giảng Võ,Quận Ba Đình
"GIẢNG VÕ-CÁT LINH.  Cho thuê căn hộ 80m,  4 phòng,  6 triệu.", 80 m,4 phòng ngủ, 6 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"KIM MÃ-GIẢNG VÕ-NÚI TRÚC.  Cho thuê căn hộ 70m,  4 phòng,  ĐỦ ĐỒ,  8 triệu.", 70 m,3 phòng ngủ, 8 triệu / tháng,Phố Núi Trúc,Phường Kim Mã,Quận Ba Đình
"CÁT LINH- HÀO NAM. Cho thuê căn hộ 2 phòng, 5,5   triệu.", 39 m,2 phòng ngủ," 5,5 triệu / tháng",Phố Cát Linh,Phường Cát Linh,Quận Đống Đa
"GIẢNG VÕ-NÚI TRÚC.  Cho thuê căn hộ 60m, 2 ngủ,  5.5 triệu.", 60 m,2 phòng ngủ," 5,5 triệu / tháng",Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"TRÀNG THI-BÀ TRIỆU.  Cho thuê căn hộ 40m,  full đồ,  8 triệu.", 40 m,1 phòng ngủ, 8 triệu / tháng,Phố Bà Triệu,Phường Tràng Tiền,Quận Hoàn Kiếm
"LÁNG HẠ. Cho thuê căn hộ 100m, 4 phòng, 8 triệu.", 100 m,3 phòng ngủ, 8 triệu / tháng,Phố Láng Hạ,Phường Giảng Võ,Quận Ba Đình
"GIẢNG VÕ-KIM MÃ.  Cho thuê nhà  50m,  ngõ ô tô, kinh doanh, văn phòng,  full đồ, 6 triệu", 50 m,2 phòng ngủ, 6 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"GIẢNG VÕ-KIM MÃ.  Cho thuê căn hộ 80 m,   5,5 triệu.", 80 m,2 phòng ngủ," 5,5 triệu / tháng",Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"GIẢNG VÕ-KIM MÃ.  Cho thuê căn hộ lô góc,  45m,  đủ đồ,  5 triệu.", 45 m,1 phòng ngủ, 6 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Mặt phố LÁNG HẠ. Cho thuê căn hộ 160m, 3 ngủ, 14 triệu.", 160 m,3 phòng ngủ, 16 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"BQL cho thuê căn hộ Hoàng Cầu Skyline, 02-03PN, view hồ, giá chỉ từ 15 triệu/th.", 100 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL cho thuê căn hộ Hoàng Cầu Skyline, 02-03PN, view hồ, giá chỉ từ 15 triệu/th.", 85 m,2 phòng ngủ, 17 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ cao cấp D'. Le Pont D'or-36 Hoàng Cầu, 03 PN view hồ giá chỉ 18 tr/th.", 130 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL CHO THUÊ CĂN HỘ D2 GIẢNG VÕ, 2PN FULL ĐỒ ĐẸP, GIÁ TỪ 14 TRIỆU/THÁNG", 88 m,2 phòng ngủ, 14 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 2PN-3PN FULL ĐỒ GIÁ CHỈ TỪ 15 TRIỆU/THÁNG", 85 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê CCCC Vinhome Nguyễn Chí Thanh, 2PN full đồ, giá chỉ 18 triệu/tháng.", 90 m,2 phòng ngủ, 18 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa
"Cho thuê căn hộ cao cấp D'. Le Pont D'or-36 Hoàng Cầu, 03 PN view hồ giá chỉ 16.5 tr/th.", 110 m,2 phòng ngủ," 16,5 triệu / tháng",Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 115M2 3PN FULL ĐỒ GIÁ CHỈ 18 TRIỆU/THÁNG", 115 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ 02PN, view đẹp, đủ đồ, tòa Golden Palm - Lê Văn Lương. Giá chỉ 14 tr/tháng", 80 m,2 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ 2PN FULL ĐỒ HOÀNG CẦU SKYLINE, GIÁ CHỈ 15 TRIỆU/THÁNG.", 85 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"CHO THUÊ CĂN HỘ 57 LÁNG HẠ, 03 PN FULL ĐỒ ĐẸP, GIÁ CHỈ 15 TRIỆU/THÁNG", 150 m,3 phòng ngủ, 15 triệu / tháng,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình
"BQL cho thuê căn hộ Hoàng Cầu Skyline, 97m2 2PN, view hồ, giá chỉ 16 triệu/th.", 97 m,2 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cần cho thuê căn hộ cao cấp The Lancaster - 20 Núi Trúc, 03PN full đồ, giá 23triệu/th.", 130 m,3 phòng ngủ, 23 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ cao cấp The Lancaster - 20 Núi Trúc, 130m2 3PN full đồ, giá 23 triệu/tháng", 130 m,3 phòng ngủ, 23 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 3PN VIEW HỒ, GIÁ CHỈ 18 TRIỆU/THÁNG", 120 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL cho thuê căn hộ Hoàng Cầu Skyline, 02-03PN, view hồ, giá chỉ từ 15 triệu/th.", 85 m,2 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Hot, cho thuê gấp căn hộ 165 Thái Hà, 2PN đủ đồ đẹp, chỉ 13tr/th.", 80 m,2 phòng ngủ, 13 triệu / tháng,Phố Thái Hà,Phường Trung Liệt,Quận Đống Đa
"Cho thuê căn hộ D'. Le Pont D'or - 36 Hoàng Cầu, 03 PN đồ đẹp, view hồ giá chỉ 18 tr/th", 130 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ cho thuê chung cư D2 Giảng Võ, 2PN, đầy đủ đồ, giá chỉ 14 triệu/th.", 98 m,2 phòng ngủ, 14 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê chung cư Ngọc Khánh Plaza, 2PN, view hồ, giá chỉ 15 triệu/tháng", 120 m,2 phòng ngủ, 15 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ 15-17 Ngọc Khánh, 160m3 3PN giá chỉ 15 triệu/tháng. Lh 0945 894 297", 160 m,3 phòng ngủ, 15 triệu / tháng,Phố Ngọc Khánh,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ dịch vụ phố Kim Mã, Ba Đình, giá chỉ 8 triệu/tháng.", 50 m,1 phòng ngủ, 8 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê chung cư D2 Giảng Võ, 3PN, đầy đủ đồ, giá chỉ 15 triệu/th.", 125 m,3 phòng ngủ, 15 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"BQL CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 2PN VIEW HỒ GIÁ CHỈ 15 TRIỆU/THÁNG", 97 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cần cho thuê gấp căn hộ B4-B14 Kim Liên, 4PN giá từ 14 triệu/tháng.", 160 m,4 phòng ngủ, 14 triệu / tháng,Phố Phạm Ngọc Thạch,Phường Kim Liên,Quận Đống Đa
"CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 97M2 2PN VIEW HỒ GIÁ CHỈ 15 TRIỆU/THÁNG", 97 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 2PN VIEW HỒ, GIÁ CHỈ 15 TRIỆU/THÁNG.", 97 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"CC CHO THUÊ CĂN HỘ D'.LE PONT D'OR 36 HOÀNG CẦU, 3PN ĐỦ ĐỒ ĐẸP, GIÁ CHỈ 15 TR/THÁNG", 100 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"CHO THUÊ CĂN HỘ NGỌC KHÁNH PLAZA, 120M2 2PN, VIEW HỒ, GIÁ CHỈ 14 TRIỆU/THÁNG", 120 m,2 phòng ngủ, 14 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cần cho thuê gấp căn hộ Hoàng Cầu Skyline, 115m2 3PN, view hồ, giá thuê 16 triệu/tháng", 115 m,3 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ cho thuê chung cư D2 Giảng Võ, 2PN, đầy đủ đồ, giá chỉ 13 triệu/th.", 90 m,2 phòng ngủ, 13 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ cao cấp D'. Le Pont D'or - 36 Hoàng Cầu, 3PN giá 16 triệu/tháng.", 128 m,3 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ Platinum Residences - 6 Nguyễn Công Hoan, 3PN, đủ đồ, view hồ giá chỉ 16tr", 130 m,3 phòng ngủ, 16 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ cao cấp Skyline - 36 Hoàng Cầu, 95m2 2PN giá thuê chỉ 13 triệu/th.", 95 m,2 phòng ngủ, 13 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL tòa nhà Sky City - 88 Láng Hạ cho thuê căn hộ 3PN, đủ đồ, giá chỉ 18 triệu/tháng.", 145 m,3 phòng ngủ, 18 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"BQL cho thuê căn hộ cao cấp Skyline - 36 Hoàng Cầu, 3PN, view hồ, giá thuê chỉ 16 triệu/th", 120 m,3 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ cao cấp Skyline - 36 Hoàng Cầu, 2PN giá thuê chỉ 14 triệu/th.", 85 m,2 phòng ngủ, 14 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Hot, cho thuê gấp căn hộ 57 Láng Hạ, 130m2 2PN, view hồ, giá chỉ từ 13 triệu/tháng.", 130 m,2 phòng ngủ, 13 triệu / tháng,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình
"Cho thuê căn hộ cao cấp Skyline - 36 Hoàng Cầu, 2PN giá thuê chỉ 12 triệu/th.", 75 m,2 phòng ngủ, 12 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ 3PN view hồ, tòa Ngọc Khánh Plaza, giá chỉ 18 triệu/tháng.", 130 m,3 phòng ngủ, 18 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ 3PN, đồ cơ bản tòa C7 Giảng Võ, Ba Đình, giá chỉ 13 triệu/tháng", 80 m,3 phòng ngủ, 13 triệu / tháng,Phố Trần Huy Liệu,Phường Giảng Võ,Quận Ba Đình
"BQL cho thuê căn hộ 110m2 2PN CC Platinum Residences Nguyễn Công Hoan, gía chỉ 15 triệu/th", 110 m,2 phòng ngủ, 15 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"BQL tòa nhà cho thuê căn hộ D2 Giảng Võ, 2PN, view hồ, giá chỉ từ 14 triệu/tháng.", 87 m,2 phòng ngủ, 14 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê căn hộ 172 Ngọc Khánh, 130m2 3PN, view đẹp, giá chỉ 15 triệu/tháng.", 130 m,3 phòng ngủ, 15 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ Ngọc Khánh Plaza, 125m2 3PN, view hồ, giá chỉ 16 triệu/tháng.", 125 m,3 phòng ngủ, 16 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ cao cấp Skyline - 36 Hoàng Cầu, 2PN, view đẹp, giá thuê chỉ 13 triệu/tháng", 85 m,2 phòng ngủ, 13 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL CHO THUÊ CĂN HỘ CAO CẤP D.LE PONT D'OR, 36 HOÀNG CẦU, 02-03 PN FULL ĐỒ GIÁ TỪ 17 TR/TH", 108 m,2 phòng ngủ, 17 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL tòa nhà Sky City 88 Láng Hạ cho thuê căn hộ 02 PN, đủ đồ đẹp, giá chỉ từ 14 triệu/th.", 110 m,2 phòng ngủ, 14 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 2PN FULL ĐỒ GIÁ CHỈ 16 TRIỆU/THÁNG", 85 m,2 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ cao cấp Skyline - 36 Hoàng Cầu, 3PN, view hồ, giá thuê chỉ 16 triệu/th.", 120 m,3 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Hot, cho thuê căn hộ 57 Láng Hạ, 130m2 2Pn , BC Đông Nam, view hồ, giá chỉ từ 13 triệu/th", 130 m,2 phòng ngủ, 13 triệu / tháng,Phố Láng Hạ,Phường Giảng Võ,Quận Ba Đình
"Siêu hot, cho thuê chung cư D2 Giảng Võ, 90m2, 2PN, đầy đủ đồ, giá chỉ 14 triệu/th.", 90 m,2 phòng ngủ, 14 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Tòa Mipec Tower 229 Tây Sơn cho thuê căn hộ 90m2 2PN, đủ đồ, giá chỉ 12 triệu/tháng.", 100 m,2 phòng ngủ, 15 triệu / tháng,Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa
"Tòa Mipec Tower 229 Tây Sơn cho thuê căn hộ 90m2 2PN, giá chỉ 12 triệu/tháng.", 90 m,2 phòng ngủ, 12 triệu / tháng,Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa
"BQL tòa Platinum Residences - Nguyễn Công Hoan cho thuê căn hộ 3PN, full đồ, giá 17 tr/th.", 130 m,3 phòng ngủ, 17 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ 15-17 Ngọc Khánh, 160m3 3PN giá chỉ 15 triệu/tháng.", 160 m,3 phòng ngủ, 15 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
"Hot, cho thuê gấp căn hộ tại tòa Ngọc Khánh Plaza, 110m2 2PN, full đồ, giá 15 triệu/tháng.", 110 m,2 phòng ngủ, 15 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"BQL CHO THUÊ CĂN HỘ CAO CẤP HOÀNG CẦU SKYLINE, 02-03 PN VIEW HỒ GIÁ CHỈ TỪ 15 TRIỆU/THÁNG", 85 m,2 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL cho thuê chung cư D2 Giảng Võ, 120m2 03 ngủ, đủ đồ đẹp, giá chỉ 13 triệu/th.", 120 m,3 phòng ngủ, 13 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"CHO THUÊ CHDV PHỐ KIM MÃ, 01PN ĐỒ ĐẸP, GIÁ CHỈ 9 TRIỆU/THÁNG.", 40 m,3 phòng ngủ, 9 triệu / tháng,Đường Kim Mã,Phường Liễu Giai,Quận Ba Đình
"Cho thuê căn hộ cao cấp The Lancaster - 20 Núi Trúc, 55m2 full đồ, giá 16triệu/tháng", 50 m,1 phòng ngủ, 16 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"BQL cho thuê chung cư làm văn phòng or ở, D2 Giảng Võ, 120m2 03 ngủ, giá chỉ 13 triệu/th.", 120 m,3 phòng ngủ, 13 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"CHO THUÊ CĂN HỘ CAO CẤP D'.LE PONT D'OR, 110M2 2PN FULL ĐỒ GIÁ CHỈ 16,5TR/THÁNG", 110 m,2 phòng ngủ," 16,5 triệu / tháng",Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"CHO THUÊ CĂN HỘ HOÀNG CẦU SKYLINE, 02PN ĐỦ ĐỒ, VIEW HỒ GIÁ CHỈ TỪ 15 TR/THÁNG", 85 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ 120m2 3PN, tòa nhà 71 Nguyễn Chí Thanh, giá chỉ 15tr/tháng.", 120 m,3 phòng ngủ, 15 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa
"CHO THUÊ CĂN HỘ CAO CẤP NGỌC KHÁNH PLAZA, 130M2 3PN ĐỦ ĐỒ GIÁ CHỈ 18 TR/THÁNG", 130 m,3 phòng ngủ, 18 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"CHO THUÊ CĂN HỘ DISCOVERY 2 PHÒNG NGỦ, NHÀ SẠCH SẼ MỚI CÓ ẢNH, VÀO Ở ĐƯỢC NGAY", 101 m,2 phòng ngủ, 14 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ 17T HOÀNG ĐẠO THÚY, 2 NGỦ, GIÁ CHỈ 12TR, VÀO Ở ĐƯỢC NGAY, CÓ ẢNH", 95 m,2 phòng ngủ, 12 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê CHCC căn góc 91m2x2PN tại tòa N07-B3 Dịch Vọng, CG giá 12tr/th LH: 01628592777", 91 m,2 phòng ngủ, 12 triệu / tháng,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê CHCC 2PN Full đồ giá 13tr tại Vinhomes Green Bay Mễ Trì, HN Lh 0328592777", 70 m,2 phòng ngủ, 13 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"CHO THUÊ CĂN HỘ STUDIO TẠI CHUNG CƯ STAR CITY, CĂN HỘ ĐỒ SIÊU ĐẸP CÓ ẢNH, Ở ĐƯỢC NGAY", 55 m,1 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN 24T HOÀNG ĐẠO THÚY, DIỆN TÍCH RỘNG 120M2, VĂN PHÒNG ĐỂ Ở ĐỀU ĐƯỢC CHỈ 11.5TR", 120 m,2 phòng ngủ," 11,5 triệu / tháng",Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ REVERA PARK VŨ TRỌNG PHỤNG, 2 NGỦ, NHÀ ĐẸP, VIEW BỂ BƠI CHỈ 11.5TR", 80 m,2 phòng ngủ," 11,5 triệu / tháng",Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ 165 THÁI HÀ SÔNG HỒNG PARK VIEW, 2 NGỦ, NHÀ ĐẸP, GIÁ CHỈ 8.5TR", 70 m,2 phòng ngủ," 8,5 triệu / tháng",Phố Thái Hà,Phường Láng Hạ,Quận Đống Đa
"CHO THUÊ CĂN HỘ RIVERA PARK 3 NGỦ, ĐỦ ĐỒ ĐẸP CÓ ẢNH, GIÁ CHỈ 15TR, CHO THUÊ LÂU DÀI", 106 m,3 phòng ngủ, 15 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ CENTRAL FIELD 2 NGỦ, ĐỦ ĐỒ RẤT ĐẸP CHỈ 14.5TR, NHÀ BAN CÔNG HƯỚNG MÁT", 70 m,2 phòng ngủ," 14,5 triệu / tháng",Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"CHO THUÊ CHUNG CƯ MỚI N04 UDIC 2 NGỦ, ĐỦ ĐỒ ĐẸP CHỈ 13.5TR CÓ ẢNH", 90 m,2 phòng ngủ," 13,5 triệu / tháng",Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ VINHOMES SKYLAKE , 2 NGỦ, ĐỦ ĐỒ ĐẸP, CHỈ 20TR, CÓ ẢNH", 63 m,2 phòng ngủ, 20 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"CHO THUÊ CĂN HỘ HANDIRECO LÊ VĂN LƯƠNG, 2 NGỦ, ĐỦ ĐỒ ĐẸP, Ở ĐƯỢC NGAY CHỈ 14TR", 70 m,2 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ CAO CẤP GOLDEN PALM LÊ VĂN LƯƠNG, NHÀ MỚI, 2 NGỦ, 2WC, CHỈ 14TR CÓ ẢNH", 85 m,2 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CHUNG CƯ MỚI BOHEMIA 3 NGỦ, THOÁNG MÁT, GIÁ CHỈ 14.5TR", 140 m,3 phòng ngủ," 14,5 triệu / tháng",Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ MỚI NHẬN PARAGON TRẦN QUỐC VƯƠNG XUÂN THỦY, 2 NGỦ NHÀ ĐẸP CHỈ 14TR", 90 m,2 phòng ngủ, 14 triệu / tháng,Phố Trần Quốc Vượng,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"CHO THUÊ CHUNG CƯ 173 XUÂN THỦY, 2 NGỦ, NHÀ ĐẸP CHỈ 10.5TR, Ở ĐƯỢC NGAY", 90 m,2 phòng ngủ," 10,5 triệu / tháng",Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"CHO THUÊ CHUNG CƯ SAPPHIRE PALACE, 2 NGỦ, ĐỦ ĐỒ ĐẸP CHỈ 11TR Ở ĐƯỢC NGAY", 90 m,2 phòng ngủ, 11 triệu / tháng,Phố Chính Kinh,Phường Thượng Đình,Quận Thanh Xuân
"CHO THUÊ 24T3 THANH XUÂN COMPLEX, 3 NGỦ, NHÀ ĐẸP Ở ĐƯỢC NGAY", 130 m,3 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân
"CHO THUÊ GẤP CĂN HỘ 165 THÁI HÀ 3 NGỦ ĐỦ ĐỒ ĐẸP CHỈ 13TR, VÀO Ở ĐƯỢC NGAY", 100 m,3 phòng ngủ, 13 triệu / tháng,Phố Thái Hà,Phường Trung Liệt,Quận Đống Đa
"CHO THUÊ CĂN HỘ MỚI GOLDSEASON, 2 NGỦ, NHÀ MỚI SẠCH SẼ, GIÁ RẺ CHỈ 10TR", 65 m,2 phòng ngủ, 10 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"CHO THUÊ THĂNG LONG NUMBER ONE 2 NGỦ, ĐỒ ĐẸP, CHỦ NHÀ CÔNG TÁC CHO THUÊ GIÁ RẺ 14TR", 90 m,2 phòng ngủ, 14 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
KHÔNG THỂ RẺ HƠN! VỚI 17TR VÀO Ở LUÔN CĂN HỘ R1 ROYAL CITY 87M 2 PN ĐỦ NỘI THẤT, 87 m,2 phòng ngủ, 17 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
